0.2	7.66064042486277e-06	7.740160106026722e-06
0.2888888888888889	3.658392538099804e-06	3.6406559345457473e-06
0.37777777777777777	2.128819732537251e-06	2.1070546766826057e-06
0.4666666666666667	1.386403467042663e-06	1.426568493568479e-06
0.5555555555555556	9.708966921072845e-07	9.713983244297538e-07
0.6444444444444445	7.151902074048273e-07	7.1422999824213e-07
0.7333333333333334	5.467535552897781e-07	5.507511042839527e-07
0.8222222222222222	4.2999212300231195e-07	4.26860203198603e-07
0.9111111111111112	3.4577234013506054e-07	3.497066611022994e-07
1.0	2.8305820851389717e-07	2.8099682599702635e-07
