0.5	0.0008779650920609781
1.0	0.0003404789237306432
1.5	0.00016231362221303297
2.0	9.308822059742474e-05
2.5	5.120724408856321e-05
3.0	3.131936003520079e-05
3.5	1.81915242562923e-05
4.0	1.040949370668083e-05
4.5	6.708720795212181e-06
5.0	4.11829507621485e-06
5.5	2.7266584622567306e-06
6.0	1.4837950874789676e-06
6.5	1.2136728362281333e-06
7.0	6.123832066602115e-07
7.5	6.011123936446227e-07
8.0	2.9244734747033777e-07
8.5	2.791326762623585e-07
9.0	2.907294700518892e-07
9.5	3.14503340506964e-07
10.0	2.874374338179247e-07
