0.5	0.001297284804014533
1.0	0.0005053723919155621
1.5	0.00022848589911353545
2.0	0.00012854813995208419
2.5	7.290223914374805e-05
3.0	4.293620378393589e-05
3.5	2.7324037563094062e-05
4.0	1.5148775816985732e-05
4.5	9.427618587208513e-06
5.0	6.0050437958618194e-06
5.5	3.6522567788037918e-06
6.0	2.074947903128614e-06
6.5	1.7135388503038806e-06
7.0	8.207252761175365e-07
7.5	8.191107866126555e-07
8.0	4.223460952849444e-07
8.5	4.3895069499402135e-07
9.0	4.2411906013545846e-07
9.5	4.196782759388185e-07
10.0	4.0155002475088743e-07
