0.5	0.0008858626227093693
1.0	0.0003187048535951189
1.5	0.00016833736983987553
2.0	9.077396111494717e-05
2.5	5.0207882767432425e-05
3.0	2.972724929444445e-05
3.5	1.8622149350666002e-05
4.0	1.081465827783408e-05
4.5	6.6010166429710166e-06
5.0	4.1656276754224874e-06
5.5	2.643512428622809e-06
6.0	1.3858358681806717e-06
6.5	1.1823779912619278e-06
7.0	5.973609122179105e-07
7.5	5.804725317729928e-07
8.0	2.8637277176389506e-07
8.5	2.923917831077325e-07
9.0	2.828496312143211e-07
9.5	2.945279206152863e-07
10.0	2.8148147231519493e-07
