5.0	7.0700121271842344e-06
5.1020408163265305	6.468712471860635e-06
5.204081632653061	5.720514650027965e-06
5.3061224489795915	5.0766694725028075e-06
5.408163265306122	4.731868715513283e-06
5.510204081632653	4.654553585702198e-06
5.612244897959184	3.980289249479705e-06
5.714285714285714	3.596805828107931e-06
5.816326530612245	3.09997190385775e-06
5.918367346938775	2.9865820273755156e-06
6.020408163265306	2.5746645185727594e-06
6.122448979591837	2.5561851367389673e-06
6.224489795918368	2.042885397009718e-06
6.326530612244898	2.0286380864824685e-06
6.428571428571429	1.988562442541242e-06
6.530612244897959	1.4783218663010093e-06
6.63265306122449	1.4748188296081824e-06
6.73469387755102	1.5325977933801404e-06
6.836734693877551	1.489157985491077e-06
6.938775510204081	1.002488734985e-06
7.040816326530612	9.961071541881355e-07
7.142857142857142	1.0266589190404852e-06
7.244897959183674	1.0070240681764326e-06
7.346938775510204	1.0141462785290016e-06
7.448979591836735	9.906842844004639e-07
7.551020408163265	1.0216731659712205e-06
7.653061224489796	4.904860716572452e-07
7.755102040816327	5.054580506432382e-07
7.857142857142858	4.963842621400205e-07
7.959183673469388	4.99818246675106e-07
8.061224489795919	4.981288696103535e-07
8.16326530612245	4.970295620946296e-07
8.26530612244898	5.088060633205802e-07
8.36734693877551	4.806598790983199e-07
8.46938775510204	5.066016567117692e-07
8.571428571428571	4.946531215900609e-07
8.673469387755102	5.107582457332233e-07
8.775510204081632	4.972403434465521e-07
8.877551020408163	5.177260443626835e-07
8.979591836734695	5.10974628281938e-07
9.081632653061224	5.117910603296013e-07
9.183673469387756	4.95701697693692e-07
9.285714285714285	5.061515469423402e-07
9.387755102040817	4.976319562806074e-07
9.489795918367347	4.837148559971406e-07
9.591836734693878	4.992912732552395e-07
9.693877551020408	4.923088353618909e-07
9.795918367346939	5.25350174999827e-07
9.89795918367347	4.958289119950806e-07
10.0	5.019784549314103e-07
