0.5	0.003923490572094966
1.0	0.0009102758081159136
1.5	0.00036825223830367715
2.0	0.0001807251438645813
2.5	9.890880645914933e-05
3.0	5.4496049033912416e-05
3.5	3.278586800846088e-05
4.0	1.937035948718165e-05
4.5	1.1507648334943391e-05
5.0	6.9293640377043265e-06
5.5	4.57752890036562e-06
6.0	2.479164051412892e-06
6.5	2.0382557942614164e-06
7.0	1.0099007534106047e-06
7.5	9.938702957016002e-07
8.0	4.863337411485469e-07
8.5	4.895767038309493e-07
9.0	4.684474264053752e-07
9.5	5.050856562267895e-07
10.0	5.236448059671197e-07
