0.5	0.0010699550565911372
1.0	0.00040374783259146304
1.5	0.00019861247213106474
2.0	0.00010585457533180869
2.5	6.086953119432133e-05
3.0	3.471307532949672e-05
3.5	2.1127174378399798e-05
4.0	1.2187303699075718e-05
4.5	8.354215028598478e-06
5.0	4.8012509537241746e-06
5.5	3.2889698605276525e-06
6.0	1.7087142381789777e-06
6.5	1.38659261390427e-06
7.0	6.897781125906577e-07
7.5	6.974994386322727e-07
8.0	3.5066923014367957e-07
8.5	3.6980075859003943e-07
9.0	3.372235356822354e-07
9.5	3.341571441187996e-07
10.0	3.593229970307525e-07
